Словоформа:'и' Частота:725 IPM:45272
Словоформа:'половина' Частота:3 IPM:187
Словоформа:'полотенце' Частота:3 IPM:187
Словоформа:'поняла' Частота:3 IPM:187
Словоформа:'попутно' Частота:3 IPM:187
Словоформа:'портрет' Частота:3 IPM:187
Словоформа:'пору' Частота:3 IPM:187
Словоформа:'последней' Частота:3 IPM:187
Словоформа:'пошла' Частота:3 IPM:187
Словоформа:'предложение' Частота:3 IPM:187
Словоформа:'предмет' Частота:3 IPM:187
Словоформа:'представить' Частота:3 IPM:187
Словоформа:'прежде' Частота:3 IPM:187
Словоформа:'прекрасно' Частота:3 IPM:187
Словоформа:'привычку' Частота:3 IPM:187
Словоформа:'пришла' Частота:3 IPM:187
Словоформа:'пришли' Частота:3 IPM:187
Словоформа:'простите' Частота:3 IPM:187
Словоформа:'просто' Частота:3 IPM:187
Словоформа:'прошло' Частота:3 IPM:187
Словоформа:'прошлое' Частота:3 IPM:187
Словоформа:'пуговицы' Частота:3 IPM:187
Словоформа:'пусть' Частота:3 IPM:187
Словоформа:'пятидесятых' Частота:3 IPM:187
Словоформа:'работал' Частота:3 IPM:187
Словоформа:'радовалась' Частота:3 IPM:187
Словоформа:'рассказывала' Частота:3 IPM:187
Словоформа:'рода' Частота:3 IPM:187
Словоформа:'родов' Частота:3 IPM:187
Словоформа:'рождения' Частота:3 IPM:187
Словоформа:'рот' Частота:3 IPM:187
Словоформа:'руками' Частота:3 IPM:187
Словоформа:'сад' Частота:3 IPM:187
Словоформа:'сами' Частота:3 IPM:187
Словоформа:'самым' Частота:3 IPM:187
Словоформа:'самых' Частота:3 IPM:187
Словоформа:'сахара' Частота:3 IPM:187
Словоформа:'свердловск' Частота:3 IPM:187
Словоформа:'сверху' Частота:3 IPM:187
Словоформа:'светлая' Частота:3 IPM:187
Словоформа:'своему' Частота:3 IPM:187
Словоформа:'своими' Частота:3 IPM:187
Словоформа:'связи' Частота:3 IPM:187
Словоформа:'сделал' Частота:3 IPM:187
Словоформа:'седьмого' Частота:3 IPM:187
Словоформа:'семи' Частота:3 IPM:187
Словоформа:'семьи' Частота:3 IPM:187
Словоформа:'сердцебиение' Частота:3 IPM:187
Словоформа:'середине' Частота:3 IPM:187
Словоформа:'сколько' Частота:3 IPM:187
Словоформа:'сладкой' Частота:3 IPM:187
Словоформа:'слегка' Частота:3 IPM:187
Словоформа:'следы' Частота:3 IPM:187
Словоформа:'слишком' Частота:3 IPM:187
Словоформа:'смотрели' Частота:3 IPM:187
Словоформа:'сне' Частота:3 IPM:187
Словоформа:'сняла' Частота:3 IPM:187
Словоформа:'собиралась' Частота:3 IPM:187
Словоформа:'солнце' Частота:3 IPM:187
Словоформа:'сонечкино' Частота:3 IPM:187
Словоформа:'сониными' Частота:3 IPM:187
Словоформа:'сосок' Частота:3 IPM:187
Словоформа:'специально' Частота:3 IPM:187
Словоформа:'спину' Частота:3 IPM:187
Словоформа:'способом' Частота:3 IPM:187
Словоформа:'спросил' Частота:3 IPM:187
Словоформа:'спросить' Частота:3 IPM:187
Словоформа:'ставила' Частота:3 IPM:187
Словоформа:'стало' Частота:3 IPM:187
Словоформа:'старой' Частота:3 IPM:187
Словоформа:'старостина' Частота:3 IPM:187
Словоформа:'статью' Частота:3 IPM:187
Словоформа:'столе' Частота:3 IPM:187
Словоформа:'стула' Частота:3 IPM:187
Словоформа:'судьбы' Частота:3 IPM:187
Словоформа:'сумку' Частота:3 IPM:187
Словоформа:'сунул' Частота:3 IPM:187
Словоформа:'сутки' Частота:3 IPM:187
Словоформа:'сухо' Частота:3 IPM:187
Словоформа:'считал' Частота:3 IPM:187
Словоформа:'та' Частота:3 IPM:187
Словоформа:'талант' Частота:3 IPM:187
Словоформа:'танечки' Частота:3 IPM:187
Словоформа:'танин' Частота:3 IPM:187
Словоформа:'тело' Частота:3 IPM:187
Словоформа:'темноте' Частота:3 IPM:187
Словоформа:'тепло' Частота:3 IPM:187
Словоформа:'теплого' Частота:3 IPM:187
Словоформа:'течение' Частота:3 IPM:187
Словоформа:'тимлер' Частота:3 IPM:187
Словоформа:'третьем' Частота:3 IPM:187
Словоформа:'тридцатых' Частота:3 IPM:187
Словоформа:'удовольствия' Частота:3 IPM:187
Словоформа:'уехала' Частота:3 IPM:187
Словоформа:'утра' Частота:3 IPM:187
Словоформа:'утро' Частота:3 IPM:187
Словоформа:'ухо' Частота:3 IPM:187
Словоформа:'флейте' Частота:3 IPM:187
Словоформа:'флейты' Частота:3 IPM:187
Словоформа:'форме' Частота:3 IPM:187
Словоформа:'ходила' Частота:3 IPM:187
Словоформа:'холодной' Частота:3 IPM:187
Словоформа:'холодным' Частота:3 IPM:187
Словоформа:'хорошо' Частота:3 IPM:187
Словоформа:'художники' Частота:3 IPM:187
Словоформа:'чай' Частота:3 IPM:187
Словоформа:'час' Частота:3 IPM:187
Словоформа:'часов' Частота:3 IPM:187
Словоформа:'часто' Частота:3 IPM:187
Словоформа:'часы' Частота:3 IPM:187
Словоформа:'чего' Частота:3 IPM:187
Словоформа:'человеком' Частота:3 IPM:187
Словоформа:'чувства' Частота:3 IPM:187
Словоформа:'чудо' Частота:3 IPM:187
Словоформа:'шепотом' Частота:3 IPM:187
Словоформа:'шила' Частота:3 IPM:187
Словоформа:'шкафом' Частота:3 IPM:187
Словоформа:'шло' Частота:3 IPM:187
Словоформа:'юности' Частота:3 IPM:187
Словоформа:'язык' Частота:3 IPM:187
Словоформа:'языком' Частота:3 IPM:187
Словоформа:'яркого' Частота:3 IPM:187
Словоформа:'ясину' Частота:3 IPM:187
Словоформа:'ясиных' Частота:3 IPM:187
Словоформа:'автора' Частота:2 IPM:124
